,target,predicted,name
173,-0.32,-0.08606541156768799,HHH
174,-0.21,-0.370619535446167,HEEH
175,-0.02,-0.3845033645629883,EEHEE
176,0.26,-0.4925996661186218,HEEH
177,-0.53,-0.22986429929733276,EHEE
178,-0.08,-0.26184457540512085,EEHEE
179,-0.38,-0.15466704964637756,HHH
180,-0.3,-0.2082667201757431,HEEH
181,0.87,0.7786486744880676,EEHEE
182,-0.11,-0.058987095952034,EEHEE
183,0.64,0.12296240031719208,HEEH
184,-0.01,-0.13651877641677856,EHEE
185,0.3,0.039881426841020584,HEEH
186,-1.01,-0.08454574644565582,HEEH
187,-0.21,-0.23772358894348145,HEEH
188,-0.02,-0.06224318966269493,EEHEE
189,-0.41,-0.2841241657733917,HHH
190,-0.19,-0.010643452405929565,EHEE
191,-0.43,-0.12048095464706421,HHH
192,-0.47,-0.508949339389801,HEEH
193,-0.3,-0.21927624940872192,EHEE
194,0.78,0.4204920828342438,EEHEE
195,0.46,-0.123483806848526,HEEH
196,-0.73,-0.02420853078365326,HEEH
197,-0.99,-0.1848701536655426,EEHEE
198,0.09,0.07228006422519684,EEHEE
199,0.13,-0.09271427989006042,HEEH
200,-0.15,-0.22945226728916168,HHH
201,-0.42,-0.42446139454841614,EEHEE
202,-0.23,-0.506507396697998,HHH
203,-0.32,-0.1960597038269043,HHH
204,0.01,-0.043630201369524,HEEH
205,-0.39,-0.3329913318157196,HHH
206,-0.19,-0.35435566306114197,HHH
207,-0.42,-0.31368136405944824,HHH
208,-0.06,0.6149958968162537,EHEE
209,0.17,-0.3662683367729187,HHH
210,0.37,-0.11304257810115814,EEHEE
211,-0.28,0.07707801461219788,HHH
212,-0.48,-0.0468035489320755,EEHEE
213,-0.13,-0.38204190135002136,HEEH
214,0.22,-0.0964871197938919,HHH
215,-0.0,-0.279432475566864,HHH
216,0.23,-0.27806299924850464,HHH
217,-0.76,-0.4224272668361664,EHEE
218,0.34,-0.008063126355409622,HHH
219,-0.27,-0.3930276930332184,EHEE
220,-0.52,-0.4529259502887726,HHH
221,0.45,-0.07426902651786804,EHEE
222,-0.25,0.15098246932029724,HHH
223,-0.1,-0.17624951899051666,HHH
224,-0.15,-0.3343418836593628,HHH
225,-0.82,-0.09410694241523743,HHH
226,-0.2,-0.2883177399635315,EHEE
227,0.12,-0.22180794179439545,HEEH
228,-0.12,-0.17567743360996246,EHEE
229,-0.58,-0.34798842668533325,HHH
230,-0.83,-0.23295201361179352,HHH
231,-0.33,-0.2850809395313263,EEHEE
232,-0.28,-0.3620574474334717,EHEE
233,-0.32,-0.29951387643814087,EEHEE
234,-0.8,-0.01264360174536705,HEEH
235,0.38,-0.0992656946182251,EHEE
236,-0.02,0.05771408602595329,EEHEE
237,-0.09,-0.2790502607822418,EHEE
238,-0.03,-0.14482145011425018,EHEE
239,-0.3,0.06452637910842896,EEHEE
240,-0.57,-0.3000713288784027,EHEE
241,-0.05,-0.08745893090963364,EEHEE
242,-0.38,-0.27073219418525696,HEEH
243,0.18,0.6142301559448242,EHEE
244,-0.21,-0.20329159498214722,HHH
245,-0.36,-0.10448512434959412,EHEE
246,-0.26,-0.2810107469558716,HEEH
247,0.26,-0.1825118511915207,HHH
248,-0.12,0.01155497133731842,EHEE
249,0.08,-0.17899757623672485,EEHEE
250,-0.18,-0.2486661672592163,HEEH
251,0.19,-0.25522932410240173,EEHEE
252,-0.09,-0.13762138783931732,HHH
253,-0.33,-0.2998034954071045,HHH
254,-0.38,-0.2884117364883423,EHEE
255,0.02,0.19097492098808289,EEHEE
256,0.39,-0.22987358272075653,EHEE
257,-1.01,-0.34869956970214844,HEEH
258,-0.32,-0.22307172417640686,EEHEE
259,0.37,-0.17377211153507233,HHH
260,0.28,-0.21277184784412384,HEEH
261,0.02,-0.2085242122411728,EHEE
262,0.12,-0.36084499955177307,EEHEE
263,-0.3,-0.22494231164455414,EEHEE
264,-0.29,-0.2844671607017517,HEEH
265,0.99,0.7051255106925964,EEHEE
266,0.05,-0.22908610105514526,HEEH
267,-0.07,-0.26797711849212646,HEEH
268,-0.2,0.02161899209022522,EHEE
269,1.12,0.5532768964767456,EEHEE
270,-0.47,-0.26718929409980774,EHEE
271,-0.2,-0.23084722459316254,EEHEE
272,-0.14,-0.11691723763942719,HHH
273,-0.31,-0.12154670059680939,EEHEE
274,1.02,0.1558905392885208,EEHEE
275,0.22,-0.026567131280899048,HHH
276,-0.28,-0.028334856033325195,HHH
277,0.04,0.19776210188865662,EEHEE
278,0.26,-0.12510043382644653,EEHEE
279,0.15,-0.10893179476261139,HHH
280,-0.02,-0.20604068040847778,EEHEE
281,-0.54,0.08286313712596893,HHH
282,0.33,0.013181645423173904,HHH
283,0.17,0.3922421336174011,HEEH
284,-0.74,-0.1502518653869629,EHEE
285,-0.36,-0.21484346687793732,HHH
286,-0.15,-0.5596068501472473,EEHEE
287,0.32,-0.06655266880989075,EHEE
288,-0.24,-0.19625374674797058,HHH
289,-0.79,-0.17769156396389008,EEHEE
290,-0.9,-0.125832200050354,EEHEE
291,-0.25,-0.1866437941789627,HHH
292,1.17,1.265191912651062,HEEH
293,1.35,1.305052638053894,EHEE
294,-0.9,-0.2568064332008362,EEHEE
295,-0.14,-0.2833145558834076,EHEE
296,0.03,0.06319881975650787,EEHEE
297,-0.13,0.3143867254257202,HEEH
298,-1.27,-0.44323915243148804,HEEH
299,-0.57,-0.18022802472114563,EHEE
300,-0.27,-0.25253957509994507,EHEE
301,-0.03,0.2530680298805237,EHEE
302,0.28,-0.10285210609436035,EHEE
303,1.06,-0.06028829514980316,HEEH
304,-0.67,-0.3972126841545105,EEHEE
305,0.84,0.14722932875156403,HEEH
306,0.87,-0.12803255021572113,HHH
307,-0.07,-0.22202779352664948,HEEH
308,-0.42,-0.4112122654914856,HEEH
309,0.86,0.9979206919670105,HHH
310,0.04,-0.09938248991966248,EEHEE
311,-0.47,-0.007931936532258987,HEEH
312,-0.76,-0.22970640659332275,HHH
313,-0.12,-0.27065929770469666,EEHEE
314,0.46,-0.2815820574760437,HEEH
315,-0.61,-0.04614889994263649,EEHEE
316,-0.07,-0.39733585715293884,HEEH
317,0.39,-0.2256719022989273,EHEE
318,-0.4,0.07664339244365692,EHEE
319,0.43,-0.05973318591713905,EHEE
320,-0.47,-0.31022801995277405,EEHEE
321,0.2,0.14584194123744965,EEHEE
322,-0.42,-0.21482108533382416,HEEH
323,0.18,0.08622944355010986,HHH
324,0.41,-0.02274332568049431,HHH
325,0.16,-0.04756128787994385,EEHEE
326,-0.29,0.06794710457324982,HHH
327,-0.67,-0.595004141330719,HHH
328,-0.16,-0.3533998727798462,EHEE
329,-0.5,-0.044122204184532166,HHH
330,0.5,0.27209362387657166,EEHEE
331,-0.16,-0.2683633863925934,HHH
332,0.42,0.33492329716682434,HHH
333,-0.16,-0.1603415459394455,EEHEE
334,-0.44,-0.30792471766471863,EHEE
335,0.29,-0.13278751075267792,HEEH
336,0.12,0.004366032779216766,HEEH
337,0.1,-0.12156125903129578,HHH
338,-0.51,-0.52801114320755,EEHEE
339,0.45,-0.17930178344249725,EEHEE
340,-0.45,-0.290908545255661,HHH
341,-0.16,-0.24629686772823334,HEEH
342,-0.68,-0.6354429721832275,EEHEE
343,-1.18,0.07882559299468994,EEHEE
344,-0.14,-0.200018510222435,HEEH
345,-0.01,0.040691737085580826,EHEE
346,-0.12,-0.18613314628601074,HEEH
347,-0.25,-0.06591512262821198,HHH
348,0.19,0.11497032642364502,EEHEE
349,-0.29,-0.2945389151573181,HEEH
350,-0.48,-0.32996389269828796,HHH
351,0.14,-0.22063931822776794,EHEE
352,-0.07,-0.12957213819026947,EEHEE
353,0.3,0.312395304441452,HEEH
354,-0.52,-0.13163581490516663,HEEH
355,-0.74,-0.1428477019071579,HEEH
356,0.25,-0.15215519070625305,EEHEE
357,-0.12,0.0735214352607727,HEEH
358,1.25,0.9115529656410217,HEEH
359,-0.06,-0.4505421221256256,EHEE
360,0.22,-0.025308765470981598,HEEH
361,0.27,-0.23306523263454437,EEHEE
362,-0.31,-0.3699110150337219,EEHEE
363,0.05,-0.13033851981163025,EHEE
364,-0.23,-0.43266284465789795,EHEE
365,-0.63,-0.46161022782325745,EHEE
366,-0.7,-0.35090383887290955,HEEH
367,0.19,-0.7091991901397705,HHH
368,0.21,-0.49678659439086914,EEHEE
369,-0.15,-0.28198719024658203,HHH
370,0.02,-0.2687874734401703,EEHEE
371,-0.93,-0.20707012712955475,EHEE
372,0.1,-0.20030927658081055,EHEE
373,0.0,-0.056802406907081604,EHEE
374,0.36,-0.21485835313796997,EEHEE
375,-0.13,0.013370003551244736,HHH
376,-0.2,-0.3527091443538666,EHEE
377,-0.55,-0.18175311386585236,HHH
378,-0.0,-0.12765111029148102,HEEH
379,0.16,-0.09998048841953278,EEHEE
380,-0.41,-0.1379440277814865,EEHEE
381,0.37,0.09272882342338562,EEHEE
382,-0.26,-0.2915705144405365,EHEE
383,0.33,0.015108678489923477,HEEH
384,-0.07,-0.20936648547649384,EEHEE
385,0.65,0.33411023020744324,EEHEE
386,-0.28,-0.5589838027954102,HEEH
387,0.19,0.06450682878494263,EHEE
388,-0.04,-0.21693627536296844,EEHEE
389,0.01,-0.39501285552978516,EHEE
390,-0.33,-0.460461288690567,HHH
391,-0.08,-0.18343764543533325,EHEE
392,-0.0,-0.23277953267097473,EHEE
393,-0.49,-0.36392873525619507,EEHEE
394,-0.53,-0.34720420837402344,EEHEE
395,0.53,-0.10866697132587433,EHEE
396,0.2,-0.18847022950649261,HHH
397,-0.23,-0.009564857929944992,EEHEE
398,-0.16,0.10908524692058563,HEEH
399,1.38,0.899915337562561,HHH
400,1.09,1.1709765195846558,HEEH
401,-0.43,-0.1234845221042633,HHH
402,-0.3,0.03051590546965599,EHEE
403,0.25,-0.3468638062477112,HHH
404,-0.3,-0.42229214310646057,EEHEE
405,-0.53,0.05201250687241554,HEEH
406,-0.12,-0.42312395572662354,EHEE
407,0.36,-0.13506479561328888,EEHEE
408,-0.42,-0.16475148499011993,HEEH
409,-0.17,-0.05370703339576721,EHEE
410,-0.17,-0.11958815157413483,EHEE
411,-0.18,-0.19079986214637756,EEHEE
412,-0.01,-0.33276456594467163,EEHEE
413,0.27,-0.162866473197937,HEEH
414,0.26,-0.23809893429279327,EEHEE
415,-0.39,-0.32876595854759216,EEHEE
416,0.06,-0.23610976338386536,EEHEE
417,0.14,-0.02815740555524826,EHEE
418,-0.04,-0.3328704535961151,EHEE
419,-0.53,-0.2394087016582489,HEEH
420,-0.36,-0.04158974066376686,HHH
421,-0.65,0.1433890014886856,HHH
422,0.24,-0.2922188937664032,HEEH
423,-0.41,-0.19533534348011017,EHEE
424,0.71,0.39119601249694824,HEEH
425,0.02,0.06219533458352089,HHH
426,0.38,-0.3404390513896942,EHEE
427,-0.0,-0.3767942786216736,EEHEE
428,-0.58,0.04160429164767265,EHEE
429,-1.2,-0.3873583972454071,EHEE
430,0.75,1.0606337785720825,EEHEE
431,-0.46,-0.3488232493400574,EEHEE
432,1.36,1.0601098537445068,HHH
433,-0.02,-0.35213571786880493,EHEE
434,-0.24,-0.35869118571281433,EHEE
435,-0.73,-0.14432978630065918,EHEE
436,0.25,0.010026868432760239,HHH
437,0.49,0.3317146599292755,HHH
438,0.27,-0.2117314487695694,EHEE
439,-0.22,-0.08072785288095474,EEHEE
440,-0.04,0.206516295671463,HEEH
441,-0.12,-0.09962688386440277,HHH
442,-0.08,-0.06102297455072403,HEEH
443,-0.91,-0.11812596023082733,HEEH
444,-0.18,-0.21676979959011078,HHH
445,1.63,1.4815808534622192,HEEH
446,-0.1,-0.40281495451927185,EEHEE
447,-0.18,-0.2397535741329193,EHEE
448,-0.09,0.1464764028787613,EEHEE
449,0.14,-0.050490766763687134,EEHEE
450,-0.26,-0.21156927943229675,EHEE
451,0.01,0.015048980712890625,EHEE
452,0.17,-0.3261289894580841,EEHEE
453,0.2,-0.5073792934417725,EHEE
454,-0.23,-0.3559000492095947,EEHEE
455,0.14,0.07349911332130432,EEHEE
456,0.06,-0.22413848340511322,EEHEE
457,0.16,-0.14782951772212982,HEEH
458,-1.11,-0.4100480377674103,EEHEE
459,0.43,-0.12710970640182495,HHH
460,-0.2,-0.15186317265033722,EHEE
461,-0.04,-0.1854485124349594,HHH
462,-0.54,-0.21154972910881042,HHH
463,0.12,0.14273427426815033,EEHEE
464,-0.23,-0.1184522956609726,HHH
465,-0.09,-0.3103753328323364,HHH
466,0.04,-0.16704462468624115,HHH
467,-0.64,-0.5352652072906494,HEEH
468,-1.16,-0.07303556799888611,HHH
469,-0.49,-0.22055962681770325,HHH
470,0.03,-0.31358665227890015,HHH
471,-0.56,-0.44371679425239563,HEEH
472,0.4,-0.15402917563915253,HHH
473,0.28,-0.27749428153038025,EHEE
474,-0.53,-0.19075994193553925,EEHEE
475,0.12,-0.2900155186653137,HEEH
476,0.23,-0.26773205399513245,HEEH
477,0.08,-0.9151878952980042,HHH
478,0.1,-0.1342606395483017,EHEE
479,0.27,-0.1346162110567093,HHH
480,0.73,0.20404581725597382,EEHEE
481,0.04,-0.14885586500167847,HEEH
482,0.3,-0.3587076961994171,HHH
483,-0.08,-0.274990051984787,HHH
484,-0.51,-0.32517391443252563,EHEE
485,0.02,-0.16587525606155396,EEHEE
486,1.28,0.773062527179718,HEEH
487,0.38,0.03538530692458153,HEEH
488,-0.44,-0.27921202778816223,HHH
489,-0.13,-0.3371252119541168,HEEH
490,0.11,-0.6147987842559814,HHH
491,0.12,-0.3054722547531128,EEHEE
492,0.51,0.3302431106567383,HHH
493,-0.23,-0.11210453510284424,EHEE
494,-1.31,-0.35058286786079407,EHEE
495,-0.19,-0.3082836866378784,HEEH
496,0.19,-0.3347553610801697,EEHEE
497,-0.25,-0.3992781937122345,HEEH
498,-0.36,-0.29578354954719543,HEEH
499,-0.08,-0.25633373856544495,HHH
500,-0.0,-0.14979282021522522,EEHEE
501,0.03,0.026099350303411484,EEHEE
502,0.15,0.028585758060216904,EEHEE
503,-0.41,-0.07352545857429504,HEEH
504,-0.06,-0.3258862793445587,HHH
505,-0.06,-0.3222998082637787,EEHEE
506,-0.85,-0.11884617805480957,HEEH
507,-0.31,-0.3233913779258728,EEHEE
508,-0.9,-0.3411092162132263,EEHEE
509,-0.83,-0.11220332980155945,HHH
510,-0.24,-0.3781878650188446,EEHEE
511,-0.13,-0.3088507354259491,EEHEE
512,0.37,-0.28718411922454834,EHEE
513,0.4,0.2860957086086273,EHEE
514,0.13,-0.2063036561012268,HEEH
515,-0.12,-0.16165710985660553,HEEH
516,0.08,-0.43102243542671204,HHH
517,0.04,0.2621065080165863,HEEH
518,-0.66,-0.2785966694355011,HEEH
519,-0.09,-0.1854776293039322,EEHEE
520,-1.23,-0.4802630841732025,HHH
521,-0.02,-0.18622438609600067,HEEH
522,0.06,-0.2988920211791992,EHEE
523,-0.08,-0.15258146822452545,EEHEE
524,-0.08,-0.2133280336856842,EEHEE
525,0.3,-0.30326494574546814,HEEH
526,-1.15,-0.3883870542049408,HHH
527,-0.07,-0.28847363591194153,EHEE
528,0.25,-0.0767609179019928,HEEH
529,-0.44,0.09774312376976013,EHEE
530,0.02,-0.3348376154899597,EHEE
531,-0.2,-0.18893299996852875,EHEE
532,0.19,-0.38858792185783386,HHH
533,-0.17,-0.18968455493450165,EEHEE
534,-0.17,-0.07597481459379196,HEEH
535,-0.75,-0.33200782537460327,HEEH
536,-0.21,-0.2007775455713272,EHEE
537,0.64,0.2006881684064865,EHEE
538,0.13,-0.2811114192008972,EEHEE
539,-1.12,-0.22181212902069092,HEEH
540,-0.34,-0.1590510904788971,HEEH
541,0.1,0.06586627662181854,EEHEE
542,-0.25,-0.31144601106643677,EHEE
543,0.1,-0.39347216486930847,EEHEE
544,-0.01,-0.3384997844696045,HEEH
545,0.4,-0.403499960899353,EHEE
546,-0.41,-0.1755041927099228,HEEH
547,-0.01,-0.01029299572110176,HEEH
548,-0.51,-0.4993722140789032,EHEE
549,-0.35,-0.06361093372106552,EHEE
550,-0.18,-0.18172487616539001,EEHEE
551,-0.02,-0.2898854613304138,EEHEE
552,-0.12,-0.5076119899749756,HHH
553,-0.36,-0.05394914373755455,EEHEE
554,-0.04,0.0041596777737140656,EEHEE
555,0.3,-0.11088946461677551,HHH
556,0.12,-0.04039106145501137,HEEH
557,-0.78,-0.26950350403785706,HEEH
558,-0.1,-0.09706814587116241,HHH
559,0.31,-0.2451292723417282,EHEE
560,0.15,-0.7024533748626709,EEHEE
561,-0.42,-0.26816263794898987,EEHEE
562,0.34,1.0614057779312134,EEHEE
563,-0.87,-0.3251629173755646,EHEE
564,-0.01,-0.1987178772687912,HHH
565,-0.12,-0.19992592930793762,HEEH
566,0.61,0.02732670307159424,HEEH
567,0.46,0.01928948611021042,HEEH
568,0.02,0.02082591876387596,EEHEE
569,-0.66,-0.3303009867668152,HHH
570,-0.2,0.021015793085098267,EHEE
571,0.38,-0.23556993901729584,HHH
572,0.03,-0.5041176676750183,EHEE
573,0.07,-0.24563342332839966,EHEE
574,-0.12,-0.049893926829099655,EEHEE
575,-0.39,-0.09011130034923553,EHEE
576,-0.05,0.4145725965499878,EHEE
577,0.06,-0.25439292192459106,EHEE
578,-0.06,-0.25765523314476013,EEHEE
579,-0.5,-0.30955570936203003,EEHEE
580,0.18,-0.5750571489334106,HHH
581,-0.23,-0.03069492056965828,HHH
582,-0.75,-0.14403854310512543,EEHEE
583,0.43,0.2876138389110565,EEHEE
584,-0.52,-0.49887987971305847,HEEH
585,0.14,-0.24109016358852386,HEEH
586,-0.48,-0.4209739565849304,HHH
587,0.21,-0.2863102853298187,HEEH
588,-0.85,-0.2736819386482239,EEHEE
589,-0.05,-0.4584293067455292,EEHEE
590,-0.01,-0.4874284863471985,HEEH
591,0.29,-0.23209771513938904,HEEH
592,0.06,-0.04243655875325203,HEEH
593,-0.07,-0.630098819732666,HHH
594,-0.24,-0.16379769146442413,HEEH
595,-0.13,-0.17990651726722717,HEEH
596,0.18,-0.15121641755104065,EHEE
597,0.06,-0.2994065582752228,HHH
598,0.15,0.12801159918308258,EEHEE
599,-0.07,-0.06539354473352432,HHH
600,-0.03,-0.21189700067043304,HEEH
601,-0.74,-0.2667274475097656,HEEH
602,-0.37,-0.409790962934494,EEHEE
603,0.45,0.9980739951133728,EEHEE
604,-0.07,-0.1186576783657074,EEHEE
605,0.13,-0.2232920527458191,HEEH
606,-0.37,0.03688225522637367,EEHEE
607,-0.43,-0.36287495493888855,EHEE
608,-0.04,-0.2440793514251709,EEHEE
609,-0.69,-0.28740614652633667,EEHEE
610,-0.39,-0.24497771263122559,HEEH
611,0.08,-0.11368696391582489,HHH
612,-0.34,-0.016038324683904648,EHEE
613,-0.09,-0.16023513674736023,EEHEE
614,-0.29,-0.03599838539958,HEEH
615,-0.04,-0.05901755765080452,HHH
616,0.07,-0.42116931080818176,EHEE
617,-0.43,-0.2418138086795807,EEHEE
618,0.05,-0.14478352665901184,EHEE
619,-0.22,0.26561498641967773,EHEE
620,-0.12,-0.337787389755249,EHEE
621,0.12,-0.20882053673267365,EEHEE
622,-0.08,-0.11385878920555115,HEEH
623,-0.59,-0.19435757398605347,EHEE
624,-0.76,-0.2536531686782837,HEEH
625,-0.45,-0.353902667760849,EHEE
626,0.05,0.0700145959854126,EEHEE
627,-0.19,-0.07837231457233429,EHEE
628,-0.31,-0.22419925034046173,HEEH
629,-0.05,-0.15658698976039886,HEEH
630,-1.19,-0.4269610047340393,HHH
631,0.19,-0.22336262464523315,EEHEE
632,0.32,-0.11067184805870056,HHH
633,-0.2,-0.31339094042778015,EHEE
634,0.36,-0.30607011914253235,EEHEE
635,0.06,-0.04516691341996193,EEHEE
636,-0.63,-0.07351227104663849,EHEE
637,0.29,-0.008164944127202034,EEHEE
638,0.21,-0.24241666495800018,EHEE
639,-0.62,-0.169514998793602,EEHEE
640,-0.85,-0.1234031617641449,HEEH
641,-0.53,-0.3197220265865326,EEHEE
642,0.14,-0.25731176137924194,HEEH
643,0.59,-0.2629666328430176,EHEE
644,0.04,-0.15743686258792877,HEEH
645,-0.13,-0.17916467785835266,EHEE
646,0.32,-0.07588280737400055,HHH
647,-0.31,-0.28545597195625305,HEEH
648,0.55,0.030416380614042282,EHEE
649,-0.72,-0.17794042825698853,EEHEE
650,0.08,-0.23463496565818787,HEEH
651,-0.22,-0.20932647585868835,EHEE
